sentence,label
"Its a nice place to hangout with family and friendsMany shopping and dining options available here Stores of multiple brands including international present Kids enjoy many fun activities and lots of open area
And lot of places normal sitting area available here",POSITIVE
Nice place to hangout with friends and family Many shopping and dining options available here Stores of multiple brands including international present Kids enjoy many fun activities and lots of open area Sometimes singing programs are hosted in ground floor Parking available in basement Well maintained mall must visit,POSITIVE
City Center  Kolkata is a prime destination offering a perfect mix of shopping dining and entertainment It hosts a diverse range of stores from highend boutiques to popular brands ensuring a satisfying shopping experience Dining options are abundant catering to various tastes with fine dining and casual eateries Entertainment includes a multiplex cinema and a lively gaming zone The mall is easily accessible with ample parking clean facilities and courteous staff making it a top choice for a day out in Kolkata appealing to both locals and tourists seeking quality leisure and retail therapy,POSITIVE
Best place to do shopping and spend time while eating or watching movies under one roof All kind of brand merchandise outlet spa theatre and food outlets available,POSITIVE
City Centre  in New Town Kolkata is a bustling commercial and entertainment hub that offers a diverse range of experiences for visitors Spread across multiple levels this modern complex houses a variety of retail outlets dining options entertainment facilities and more,POSITIVE
Congratulations ,POSITIVE
"Are you tired of your website languishing in the depths of search engine results pages Are you ready to unlock the full potential of your online presence and drive more traffic leads and conversions

As a dedicated SEO service provider I specialize in crafting tailored strategies that help businesses like yours achieve remarkable online success by leveraging proven SEO techniques and staying ahead of industry trends

As an experienced SEO specialist I have helped numerous businesses improve their search engine rankings and drive more targeted traffic to their websites I can do the same for your company

My approach to SEO is datadriven and resultsoriented I will work closely with you to understand your unique business goals and develop a customized strategy that delivers tangible results

Remember investing in SEO is an investment in your businesss future Consider this Content is king but SEO is the crown By combining effective content with strategic SEO you can reign supreme in your online market

Remember The best place to hide a dead body is page  of Google",POSITIVE
"Are you tired of your website languishing in the depths of search engine results pages Are you ready to unlock the full potential of your online presence and drive more traffic leads and conversions

As a dedicated SEO service provider I specialize in crafting tailored strategies that help businesses like yours achieve remarkable online success by leveraging proven SEO techniques and staying ahead of industry trends

As an experienced SEO specialist I have helped numerous businesses improve their search engine rankings and drive more targeted traffic to their websites I can do the same for your company

My approach to SEO is datadriven and resultsoriented I will work closely with you to understand your unique business goals and develop a customized strategy that delivers tangible results

Remember investing in SEO is an investment in your businesss future Consider this Content is king but SEO is the crown By combining effective content with strategic SEO you can reign supreme in your online market

Remember the best place to hide a dead body is page  of Google",POSITIVE
"Are you tired of your website languishing in the depths of search engine results pages Are you ready to unlock the full potential of your online presence and drive more traffic leads and conversions

As a dedicated SEO service provider I specialize in crafting tailored strategies that help businesses like yours achieve remarkable online success by leveraging proven SEO techniques and staying ahead of industry trends

As an experienced SEO specialist I have helped numerous businesses improve their search engine rankings and drive more targeted traffic to their websites I can do the same for your company

My approach to SEO is datadriven and resultsoriented I will work closely with you to understand your unique business goals and develop a customized strategy that delivers tangible results

Remember investing in SEO is an investment in your businesss future Consider this Content is king but SEO is the crown By combining effective content with strategic SEO you can reign supreme in your online market

Remember The best place to hide a dead body is page  of Google",POSITIVE
Great show done by City Centre,POSITIVE
Congratulations and best wishes,POSITIVE
Wow American Tourister at CC Excellent news,POSITIVE
Congratulations and Best wishes,POSITIVE
Very nice awesome fantastic,POSITIVE
Very good initiative,POSITIVE
"Happy Birthday Cc we all love you
Brother Diptanu Debnath look",POSITIVE
We are eagerly waiting for cultural events that happen during puja months to have more fun,POSITIVE
Very nice,POSITIVE
Awesome,POSITIVE
Best brand in Kolkata,POSITIVE
This brand name NUMEROUNO,POSITIVE
Nice Product i love this,POSITIVE
Very nice,POSITIVE
Nice brand,POSITIVE
Nice product number one,POSITIVE
Great offer for both families and new age kids,POSITIVE
I just visit this Mall yesterday it was so amazing ,POSITIVE
Its very expensive We poor can only go for selfies,NEGATIVE
"Now when the mall culture is gradually ending a mall has opened in Patna
When there was a craze for malls it didnt open
Now malls have just become selfie points
There is still no PVR in Patna one is supposed to open in Gardenia Gravity but who knows which decadelong scheme it is under",NEGATIVE
There should be a multiplex only then a complete mall is defined Patna needs multiplexes like Inox and PVR,MIXED
Everything is perfect but if a theatre was added it would be amazing,MIXED
The best looking mall in entire east India,POSITIVE
Sushil Kumar Modi has built a very good mall,POSITIVE
Bihars biggest mall Amuja City Center Mall  square feet And Bihars first mega mall And for the first time in Bihar and Patna Jack  Jones Vero Moda Super Stop Lifestyle,POSITIVE
Super se bhi upper and very Beautiful place in Bihar,POSITIVE
The City Center Taj Hotel in Patna is very beautiful,POSITIVE
This place is amazing brother wow,POSITIVE
The infrastructure is good But its not good for shopping right now,MIXED
PampM mall ko takkar dene wala hai that guy  dont even know about City centre malls ,NEGATIVE
Its a great mall ,POSITIVE
Im feeling sad not opened Inox Yet Eagerly waiting for this ,NEGATIVE
No international brands,NEGATIVE
The new brand didnt come its the same old brand Useless mall,NEGATIVE
Your kitten is beautiful  It has Metro Vibes,POSITIVE
There are hardly  outlets in the food court and the seating is very congested,NEGATIVE
This mall is absolutely amazing One of a kind in Patna Awesome and a mustvisit,POSITIVE
 Game Zone V is Amazing,POSITIVE
Patna One Mall has changed and Zudio has come in but Patna One Mall was very good,MIXED
This brought Patna to a next level and also at the same time shown that How people get deviated from the true philosophy of life and get indulge into same rat race  and gapping the rich n poor gap further more,MIXED
A mall that big has been built in Bihar but PVR still hasnt come ,NEGATIVE
Nice mall,POSITIVE
Amazing  mall,POSITIVE
In Patna the mall is beautiful,POSITIVE
Amazing place to visit,POSITIVE
NICE PLACE TO SHOP AND HANG OUT,POSITIVE
Nice mallgreat,POSITIVE
Great Mall in Patna,POSITIVE
Very nice Mall,POSITIVE
Superb mall,POSITIVE
Superb mallnice olace,POSITIVE
Very nice mall,POSITIVE
Nice kids area ,POSITIVE
nice play area,POSITIVE
Nice mallgud,POSITIVE
Nice kids zone,POSITIVE
Very nice kids zonefor children ,POSITIVE
Nice kidszone,POSITIVE
Didnt like anything ,NEGATIVE
It looks beautiful to see but ask us students about the situation it is such a dirty and polluted area,NEGATIVE
Best in patna,POSITIVE
This inox cinema still doesnt have Dolby Atmos sound Jay brother if there was Dolby Atmos it would be more enjoyable to watch the film Just like in Mona cinema,NEGATIVE
